13477278056527828998,2007
13473068566164277577,1102
13469963757121247370,1102
13473722034684434511,0802
13490025589345814597,1102
13453108920257612028,2007
13488185423888455682,1102
13494811605695596630,1102
13477718318789232902,2211
13456462182768842803,2007
13451941764751099990,2115
13479149636668889176,2007
13454433521763813667,2007
13489928417236424741,0208
13468936704420419622,1102
13482046073634101392,1102
13491373314995193935,1102
13452900113857972560,2007
13493642955496691743,0208
13476048247216543854,1102
13472458322163669055,1102
13472842812362983707,1102
13451254347615049792,0802
13454944657137997942,0802
13489117096897550362,1102
13489285479235848266,1102
13462799664140327031,1102
13455580517635000638,0400
13452819792613345617,0208
13473350886096701707,0400
13481322059656730694,1102
13485674570032154930,1703
13473344601590729032,0208
13492911810578356264,1703
13470213521132230768,1102
13455011868688848984,1102
13477703141619996703,1102
13492731991024933010,1102
13454421878188873768,1102
13442035737355356237,1102
13456216843618617631,0400
13479147384514943062,0400
13443964850432903442,1102
13482060204355426367,1102
13491940229067180077,1102
13473289592770598919,1102
13477568510036416526,0400
13453792426743830536,1102
13456069509998905649,1102
13449790258225219669,2113
13451597915404831059,1102
13454554275681212460,1102
13471680871917426773,2115
13454913299141302370,2115
13481650109264173160,2211
13445080280015706246,2115
13456244550614521984,2113
13454252944848521539,0400
13483497798101309470,1102
13471640801814648948,0208
13461676720563099736,2115
13452794055050660118,2007
13456338500022769689,2115
13450096955679447043,1102
13482040584964544538,1102
13453741922422822952,0400
13479630115989297271,2113
13450457860906817665,2007
13469436498911496537,0103
13495821898305243211,1703
13470754787539486776,1102
13462858353796649107,0802
13456197428906694787,0802
13492199193914972208,1102
13461032655963687238,0208
13478253441259870221,0208
13482786906881333349,1102
13488335389019609156,1102
13477717401007626290,1102
13471704416400185445,1102
13469369940291029061,2223
13476957525781909552,2223
13453073086576334869,2211
13473248172352342073,0400
13478252068481665297,0400
13450670307358611546,1703
13455230132961478987,0400
13474083738342725775,2007
13476987426933053507,1703
13479874365671475491,1703
13444363402621622294,1102
13467851372036233245,1102
13486119543925311508,1102
13484714861283121155,1102
13489297559676848128,1102
13474805170006985038,0400
13452989958526273868,1102
13484962106780948504,1102
13492198765973669894,2115
13453751665035577416,2007
13473345178755143822,2115
13473129336188569883,2007
13453450932055968018,1102
13442483817204947066,1102
13452644796525185355,1102
13446371634182297680,2007
13478416763773196416,2115
13471557005559138385,2211
13452333940047091723,2007
13455783163499190349,2007
13448718899749325059,1102
13485102550246365292,1102
13454177874101934193,2115
13481318119262197867,1102
13453782086229952781,2121
13456405542915152001,1102
13454516251001559138,2007
13478415808868059399,1102
13475515645738354981,1102
13476442986665875535,0208
13452176525994760329,1102
13497268460018534734,1102
13456422997692188760,0208
13471031123248551965,1102
13473537334059010367,1102
13472424198925195363,1102
13491077848468428865,0400
13472173523439327232,1102
13455943625089488935,1102
13453046666003617822,2007
13470997715652577545,2007
13453529172182767676,1305
13455241066036336776,2115
13473694489459300407,2007
13444370105711925299,1102
13490375568732985480,0400
13454281614443284761,0400
13491484894622324810,1102
13455144594441312386,0400
13454539211077851198,1102
13472250336613435726,1102
13472237976464263448,0400
13472524113411643510,1102
13454834121226524739,0208
13481261721178147104,1102
13484223075546630397,1102
13475519281466120270,1102
13454083846667765847,0802
13455529829634807835,1102
13449438988816423046,2007
13452894621909391371,1102
13462218874909624591,0400
13452802286761089080,2007
13494714161179072589,1102
13484224953868556375,2115
13451419083782424858,0208
13490754727716390946,1102
13474816832255760480,1703
13448727124573034594,1508
13456215545187272990,1102
13474013727251368195,1102
13474071509241170228,1102
13469011922632378712,1102
13489288268686624974,1102
13472905436768635180,0400
13454096501917947971,1102
13493659602621958444,1102
13452254051048556857,1102
13448559698610755692,2007
13471828848869972073,1102
13454882978525288494,1102
13482769298373413184,1102
13485676005993285716,1508
13465895653707028521,2007
13500788627496966267,2007
13472468784416233618,1703
13491096217765156967,2211
13476983309049204796,1102
13455767126160185390,1102
13452900505998530599,1102
13451428499449649259,1102
13469536449582078070,1102
13471692019769743498,2223
13491289592450390084,1102
13473043597277923603,2007
13470376177970448688,2007
13481173877924567172,1703
13449756717089097796,0400
13450815074219985163,1305
13461643924505237598,1102
13460920655435208821,2115
13476239254824556684,2115
13454548253621028959,2115
13455071725208672377,2211
13483242281864792334,1102
13461666051892910088,1102
13488875225410242884,0400
13474067835380762875,1102
13398427060326959378,1102
13445637091036108895,0208
13451605432199416071,2115
13479708306530310272,0400
13453088724659144972,1102
13449070980372566072,1904
13485287218164992328,1102
13449358097875081246,1102
13469599201900628265,1102
13492535850996668551,1102
13475537413214312587,1102
13484237514914142309,1102
13450391553422264646,1102
13452375379613718539,1102
13474072601952979277,1102
13474073397028849981,0208
13472462066600646742,0802
13472342210097780858,1102
13453061780272978046,2007
13487838791880022035,1102
13473139348873615389,1703
13477420724128057655,0208
13449851712417765519,2007
13474726263082781017,2211
13479011271408621648,0400
13477493302431258705,1102
13455039227527694619,0208
13489288214121154876,1102
13469380325431970100,1102
13480489265775446267,1102
13476259771003115544,0400
13472630875356534887,2007
13481139801270851640,1102
13485462134807599172,1102
13471044507089836178,0208
13486401076739442766,1703
13473090243266021698,1102
13475894257044097338,1102
13485833243745261577,2115
13471661801622669633,2115
13455693356928272669,1102
13450624396710975575,1102
13487835921739028589,2115
13479608530136406122,1102
13452945779723667740,2115
13479065836625791317,2115
13455616964713973826,1102
13462116260588623878,0400
13463530148410890292,1703
13454558743422900307,1102
13449699554381142144,1102
13441243720464537672,1102
13456209375871240490,1102
13454751028371589405,0208
13471596926749575477,2115
13473989230957103410,1102
13453716354452621372,1102
13454072648156649560,1703
13473928454650005576,0400
13454948545738250340,2223
13483326323116152843,1703
13494129770893285436,1102
13500563020222695753,1102
13455596776463669392,0802
13473362541802096704,1102
13453596268592171280,0400
13451934382351587446,1102
13482777689250601003,1102
13493959484152617039,1102
13493646780580239447,2223
13483281135795177785,2007
13465873473886623859,0208
13469992820995201126,1102
13451613645249972288,2223
13455022987235366996,0208
13475347521368754245,1102
13500729387252062308,1703
13465042854082840888,1102
13484214779146733649,1102
13489313598418520122,2007
13455279936910006417,1102
13478222385116481609,0208
13491091753480231059,0400
13456252161825642590,0208
13490307680181028936,1102
13456588557375506502,1102
13454728951578695772,2211
13476244516391819360,1703
13453413874784081950,0400
13472527608865560643,0400
13474317689378900250,0208
13473765675899815996,1102
13454901412369078288,2007
13471661716516378662,1102
13453051640322066758,1703
13455263355727779970,2115
13481022626129123369,1102
13481064126525741141,1102
13490400577748732211,2211
13450880875934390346,0208
13476256433230911622,1102
13453667824453159245,1102
13451610911772448790,1102
13479507841649346614,1102
13475530580408277044,0208
13493453149927708693,1102
13482053393987082277,0208
13455043611848149280,0400
13477703707629262894,1102
13476252125123184971,2223
13484616870245242890,1102
13484956847190906893,2115
13485663579937769790,0208
13478277767535331612,0208
13455755353254070331,1102
13477716098316179554,1102
13472977670828595258,0400
13455627650315061301,0400
13435054223903889512,1102
13445645562969262335,0208
13454935429021964347,1102
13450688131125680272,0400
13468067820478269716,1102
13465783816444512318,2115
13482129931998726459,0208
13454862862308677749,2007
13453548606397159530,1102
13454531889835673650,0400
13465926042561550391,0004
13488167278572542045,2115
13461637694792341538,1102
13471165444041152654,1102
13454301782376122432,0208
13453584958290073637,1102
13450879507393026168,1102
13452378568494680406,1102
13451517157183133762,0208
13478419155545561173,0400
13494194116018899257,1102
13480522887866292336,1303
13486700970843703342,0208
13484923761399105587,1102
13473354807933868158,2115
13481330830628358236,1102
13473357414168135941,1102
13455526269676099626,2115
13443406371762870332,0400
13490019372022306909,1102
13455194570372090169,0400
13455226694722783303,2007
13469000983779547145,2007
13489294254795855909,1102
13456222325292931164,2007
13452834933390383244,1102
13479351310670170197,1102
13453624532660852822,1102
13471188031669540906,1102
13476979428459223103,2211
13369251885863012685,1102
13486401566777608244,1102
13452046388779419736,1102
13494804153703340073,0400
13471716855355410734,0208
13476247415995439158,2113
13489736710635132959,2211
13461650063547570271,0208
13475527636451006567,1102
13454354667488352403,1102
13451395197426014213,1703
13492915534201882671,2007
13460261722884085826,0208
13452352787618732141,2113
13492100380638840882,2115
13450149035803088961,0400
13492920636458141748,1102
13474120650128754985,0400
13472574855915313266,1102
13454972250306320498,1703
13454083703145828416,1102
13472496936075270284,1102
13489307638307489794,1102
13452338056781105226,1102
13485474297678203216,0400
13490756071916705877,0400
13487125242551146505,0400
13453615886821230941,0400
13452148267802761293,1102
13472554001346467844,0208
13485681704561870928,0400
13480961614691637396,1102
13472535622113233180,0400
13477926930519627780,1102
13474318063968458816,1102
13461480658687367256,2007
13483825497722980652,2007
13461011748795914373,2007
13472063559823923261,1102
13491194098359736339,0208
13452344781627267096,1102
13454878373298313356,1102
13468267926539081807,1102
13454508719595063546,1102
13453358854486759444,0208
13450163796234999865,1102
13474435582917085503,0208
13466409687413823548,1102
13473705049568450685,1102
13494145661502621742,1703
13451162275984840846,2007
13481841752562735188,1102
13453640446124034316,1102
13454070444772890736,0200
13449466494873835568,2223
13487113498657167393,0400
13460972990466299915,1102
13474594742453934112,2115
13442761959836817493,1102
13471697894875994217,1703
13486390224866838559,0208
